event_date,latitude,longitude,DaysSince1985,Economic loss (w/Agriculture),Total Affected,Duration,timeline_event,CAMEOCode,Index
"Wednesday, March 08, 2006",13.0833,80.2833,7736,,,,1,141,242
"Wednesday, March 15, 2006",13.0833,80.2833,7743,,,,1,141,245
"Monday, April 10, 2006",13.0833,80.2833,7769,,,,1,141,251
"Friday, May 12, 2006",13.0833,80.2833,7801,,,,1,141,253
"Friday, May 19, 2006",13.0833,80.2833,7808,,,,1,141,255
"Wednesday, May 24, 2006",13.0833,80.2833,7813,,,,1,141,256
"Friday, June 02, 2006",13.0833,80.2833,7822,,,,1,141,259
"Tuesday, June 13, 2006",13.0833,80.2833,7833,,,,1,141,261
"Thursday, July 06, 2006",13.0833,80.2833,7856,,,,1,141,269
"Monday, July 24, 2006",13.0833,80.2833,7874,,,,1,141,272
"Saturday, August 05, 2006",13.0833,80.2833,7886,,,,1,141,275
"Sunday, September 03, 2006",13.0833,80.2833,7915,,,,1,141,284
"Monday, September 04, 2006",13.0833,80.2833,7916,,,,1,141,285
"Tuesday, September 05, 2006",13.0833,80.2833,7917,,,,1,141,286
"Thursday, November 02, 2006",13.0833,80.2833,7975,,,,1,141,296
"Thursday, November 09, 2006",13.0833,80.2833,7982,,,,1,141,299
"Monday, November 20, 2006",13.0833,80.2833,7993,,,,1,141,302
"Thursday, November 30, 2006",13.0833,80.2833,8003,,,,1,141,304
"Wednesday, December 13, 2006",13.0833,80.2833,8016,,,,1,141,308
"Saturday, December 23, 2006",13.0833,80.2833,8026,,,,1,141,311
"Tuesday, January 23, 2007",13.0833,80.2833,8057,,,,1,141,321
"Monday, January 29, 2007",13.0833,80.2833,8063,,,,1,141,322
"Tuesday, January 30, 2007",13.0833,80.2833,8064,,,,1,141,323
"Wednesday, January 31, 2007",13.0833,80.2833,8065,,,,1,141,324
"Friday, March 23, 2007",13.0833,80.2833,8116,,,,1,141,344
"Friday, March 30, 2007",13.0833,80.2833,8123,,,,1,141,351
"Tuesday, April 10, 2007",13.0833,80.2833,8134,,,,1,141,357
"Friday, April 13, 2007",13.0833,80.2833,8137,,,,1,141,359
"Sunday, April 22, 2007",13.0833,80.2833,8146,,,,1,141,365
"Wednesday, April 25, 2007",13.0833,80.2833,8149,,,,1,141,368
"Monday, May 07, 2007",13.0833,80.2833,8161,,,,1,141,371
"Wednesday, May 23, 2007",13.0833,80.2833,8177,,,,1,141,384
"Wednesday, May 23, 2007",13.0833,80.2833,8177,,,,1,141,385
"Friday, June 01, 2007",13.0833,80.2833,8186,,,,1,141,392
"Thursday, June 14, 2007",13.0833,80.2833,8199,,,,1,141,395
"Saturday, June 16, 2007",13.0833,80.2833,8201,,,,1,141,399
"Saturday, June 16, 2007",13.0833,80.2833,8201,,,,1,141,400
"Friday, June 29, 2007",13.0833,80.2833,8214,,,,1,141,410
"Thursday, July 19, 2007",13.0833,80.2833,8234,,,,1,141,427
"Thursday, July 19, 2007",13.0833,80.2833,8234,,,,1,141,429
"Sunday, July 22, 2007",13.0833,80.2833,8237,,,,1,141,432
"Sunday, July 22, 2007",13.0833,80.2833,8237,,,,1,141,433
"Thursday, July 26, 2007",13.0833,80.2833,8241,,,,1,141,434
"Sunday, July 29, 2007",13.0833,80.2833,8244,,,,1,141,435
"Wednesday, August 01, 2007",13.0833,80.2833,8247,,,,1,141,437
"Monday, August 06, 2007",13.0833,80.2833,8252,,,,1,141,441
"Wednesday, August 08, 2007",13.0833,80.2833,8254,,,,1,141,442
"Friday, August 10, 2007",13.0833,80.2833,8256,,,,1,141,443
"Thursday, August 16, 2007",13.0833,80.2833,8262,,,,1,141,446
"Monday, August 20, 2007",13.0833,80.2833,8266,,,,1,141,450
"Tuesday, September 04, 2007",13.0833,80.2833,8281,,,,1,141,458
"Saturday, September 08, 2007",13.0833,80.2833,8285,,,,1,141,465
"Wednesday, September 12, 2007",13.0833,80.2833,8289,,,,1,141,472
"Wednesday, September 12, 2007",13.0833,80.2833,8289,,,,1,141,474
"Wednesday, September 12, 2007",13.0833,80.2833,8289,,,,1,141,476
"Wednesday, September 12, 2007",13.0833,80.2833,8289,,,,1,141,479
"Thursday, September 20, 2007",13.0833,80.2833,8297,,,,1,141,486
"Sunday, September 23, 2007",13.0833,80.2833,8300,,,,1,141,490
"Sunday, September 23, 2007",13.0833,80.2833,8300,,,,1,141,493
"Wednesday, September 26, 2007",13.0833,80.2833,8303,,,,1,141,497
"Saturday, October 06, 2007",13.0833,80.2833,8313,,,,1,141,508
"Sunday, October 07, 2007",13.0833,80.2833,8314,,,,1,141,510
"Friday, October 12, 2007",13.0833,80.2833,8319,,,,1,141,515
"Wednesday, October 17, 2007",13.0833,80.2833,8324,,,,1,141,521
"Saturday, November 03, 2007",13.0833,80.2833,8341,,,,1,141,532
"Tuesday, November 06, 2007",13.0833,80.2833,8344,,,,1,141,534
"Tuesday, November 06, 2007",13.0833,80.2833,8344,,,,1,141,535
"Sunday, November 25, 2007",13.0833,80.2833,8363,,,,1,141,547
"Monday, November 26, 2007",13.0833,80.2833,8364,,,,1,141,548
"Tuesday, November 27, 2007",13.0833,80.2833,8365,,,,1,141,551
"Wednesday, December 05, 2007",13.0833,80.2833,8373,,,,1,141,559
"Tuesday, December 11, 2007",13.0833,80.2833,8379,,,,1,141,565
"Thursday, December 13, 2007",13.0833,80.2833,8381,,,,1,141,568
"Thursday, December 20, 2007",13.0833,80.2833,8388,,,,1,141,574
"Friday, December 21, 2007",13.0833,80.2833,8389,,,,1,141,576
"Wednesday, December 26, 2007",13.0833,80.2833,8394,,,,1,141,578
"Saturday, December 29, 2007",13.0833,80.2833,8397,,,,1,141,582
"Saturday, January 05, 2008",13.0833,80.2833,8404,,,,1,141,588
"Friday, January 11, 2008",13.0833,80.2833,8410,,,,1,141,597
"Sunday, January 13, 2008",13.0833,80.2833,8412,,,,1,141,599
"Monday, January 14, 2008",13.0833,80.2833,8413,,,,1,141,600
"Monday, January 14, 2008",13.0833,80.2833,8413,,,,1,141,601
"Friday, January 18, 2008",13.0833,80.2833,8417,,,,1,141,607
"Thursday, January 24, 2008",13.0833,80.2833,8423,,,,1,141,613
"Thursday, January 31, 2008",13.0833,80.2833,8430,,,,1,141,618
"Saturday, February 02, 2008",13.0833,80.2833,8432,,,,1,141,623
"Thursday, February 07, 2008",13.0833,80.2833,8437,,,,1,141,631
"Thursday, February 07, 2008",13.0833,80.2833,8437,,,,1,141,632
"Sunday, February 10, 2008",13.0833,80.2833,8440,,,,1,141,633
"Sunday, February 24, 2008",13.0833,80.2833,8454,,,,1,141,649
"Thursday, February 28, 2008",13.0833,80.2833,8458,,,,1,141,660
"Thursday, February 28, 2008",13.0833,80.2833,8458,,,,1,141,661
"Saturday, March 08, 2008",13.0833,80.2833,8467,,,,1,141,672
"Friday, March 14, 2008",13.0833,80.2833,8473,,,,1,141,676
"Sunday, March 16, 2008",13.0833,80.2833,8475,,,,1,141,677
"Tuesday, March 18, 2008",13.0833,80.2833,8477,,,,1,141,680
"Monday, March 24, 2008",13.0833,80.2833,8483,,,,1,141,683
"Friday, March 28, 2008",13.0833,80.2833,8487,,,,1,141,687
"Friday, March 28, 2008",13.0833,80.2833,8487,,,,1,141,688
"Monday, April 14, 2008",13.0833,80.2833,8504,,,,1,141,704
"Tuesday, April 15, 2008",13.0833,80.2833,8505,,,,1,141,705
"Thursday, April 17, 2008",13.0833,80.2833,8507,,,,1,141,708
"Thursday, April 17, 2008",13.0833,80.2833,8507,,,,1,141,709
"Friday, April 18, 2008",13.0833,80.2833,8508,,,,1,141,712
"Monday, April 28, 2008",13.0833,80.2833,8518,,,,1,141,726
"Friday, May 02, 2008",13.0833,80.2833,8522,,,,1,141,727
"Thursday, May 15, 2008",13.0833,80.2833,8535,,,,1,141,736
"Sunday, May 18, 2008",13.0833,80.2833,8538,,,,1,141,738
"Saturday, May 31, 2008",13.0833,80.2833,8551,,,,1,141,745
"Friday, June 06, 2008",13.0833,80.2833,8557,,,,1,141,750
"Wednesday, June 11, 2008",13.0833,80.2833,8562,,,,1,141,753
"Wednesday, June 11, 2008",13.0833,80.2833,8562,,,,1,141,754
"Friday, June 13, 2008",13.0833,80.2833,8564,,,,1,141,757
"Friday, June 13, 2008",13.0833,80.2833,8564,,,,1,141,758
"Sunday, June 22, 2008",13.0833,80.2833,8573,,,,1,141,765
"Tuesday, June 24, 2008",13.0833,80.2833,8575,,,,1,141,769
"Tuesday, June 24, 2008",13.0833,80.2833,8575,,,,1,141,770
"Tuesday, June 24, 2008",13.0833,80.2833,8575,,,,1,141,771
"Monday, June 30, 2008",13.0833,80.2833,8581,,,,1,141,775
"Tuesday, July 01, 2008",13.0833,80.2833,8582,,,,1,141,778
"Tuesday, July 01, 2008",13.0833,80.2833,8582,,,,1,141,779
"Tuesday, July 01, 2008",13.0833,80.2833,8582,,,,1,141,781
"Wednesday, July 02, 2008",13.0833,80.2833,8583,,,,1,141,785
"Wednesday, July 09, 2008",13.0833,80.2833,8590,,,,1,141,791
"Thursday, July 10, 2008",13.0833,80.2833,8591,,,,1,141,792
"Saturday, July 19, 2008",13.0833,80.2833,8600,,,,1,141,795
"Tuesday, July 22, 2008",13.0833,80.2833,8603,,,,1,141,797
"Wednesday, July 23, 2008",13.0833,80.2833,8604,,,,1,141,798
"Friday, August 01, 2008",13.0833,80.2833,8613,,,,1,141,802
"Thursday, August 14, 2008",13.0833,80.2833,8626,,,,1,141,814
"Thursday, August 14, 2008",13.0833,80.2833,8626,,,,1,141,815
"Monday, August 18, 2008",13.0833,80.2833,8630,,,,1,141,816
"Monday, August 18, 2008",13.0833,80.2833,8630,,,,1,141,817
"Wednesday, August 20, 2008",13.0833,80.2833,8632,,,,1,141,820
"Friday, August 22, 2008",13.0833,80.2833,8634,,,,1,141,823
"Sunday, August 24, 2008",13.0833,80.2833,8636,,,,1,141,825
"Monday, August 25, 2008",13.0833,80.2833,8637,,,,1,141,826
"Friday, August 29, 2008",13.0833,80.2833,8641,,,,1,141,834
"Sunday, August 31, 2008",13.0833,80.2833,8643,,,,1,141,836
"Tuesday, September 09, 2008",13.0833,80.2833,8652,,,,1,141,846
"Wednesday, September 10, 2008",13.0833,80.2833,8653,,,,1,141,849
"Thursday, October 23, 2008",13.0833,80.2833,8696,,,,1,141,879
"Saturday, October 25, 2008",13.0833,80.2833,8698,,,,1,141,884
"Saturday, October 25, 2008",13.0833,80.2833,8698,,,,1,141,886
"Saturday, October 25, 2008",13.0833,80.2833,8698,,,,1,141,887
"Sunday, October 26, 2008",13.0833,80.2833,8699,,,,1,141,889
"Sunday, October 26, 2008",13.0833,80.2833,8699,,,,1,141,890
"Sunday, October 26, 2008",13.0833,80.2833,8699,,,,1,141,893
"Thursday, October 30, 2008",13.0833,80.2833,8703,,,,1,141,898
"Thursday, November 06, 2008",13.0833,80.2833,8710,,,,1,141,906
"Friday, November 07, 2008",13.0833,80.2833,8711,,,,1,141,909
"Monday, November 10, 2008",13.0833,80.2833,8714,,,,1,141,913
"Wednesday, November 12, 2008",13.0833,80.2833,8716,,,,1,141,914
"Thursday, November 13, 2008",13.0833,80.2833,8717,,,,1,141,915
"Thursday, November 13, 2008",13.0833,80.2833,8717,,,,1,141,916
"Monday, November 17, 2008",13.0833,80.2833,8721,,,,1,141,919
"Sunday, November 30, 2008",13.0833,80.2833,8734,,,,1,141,936
"Monday, December 08, 2008",13.0833,80.2833,8742,,,,1,141,940
"Saturday, December 13, 2008",13.0833,80.2833,8747,,,,1,141,947
"Wednesday, December 17, 2008",13.0833,80.2833,8751,,,,1,141,950
"Wednesday, December 24, 2008",13.0833,80.2833,8758,,,,1,141,956
"Thursday, December 25, 2008",13.0833,80.2833,8759,,,,1,141,958
"Friday, January 02, 2009",13.0833,80.2833,8767,,,,1,141,964
"Friday, January 23, 2009",13.0833,80.2833,8788,,,,1,141,978
"Saturday, January 24, 2009",13.0833,80.2833,8789,,,,1,141,980
"Thursday, January 29, 2009",13.0833,80.2833,8794,,,,1,141,986
"Friday, January 30, 2009",13.0833,80.2833,8795,,,,1,141,992
"Saturday, January 31, 2009",13.0833,80.2833,8796,,,,1,141,997
"Sunday, February 01, 2009",13.0833,80.2833,8797,,,,1,141,1001
"Sunday, February 01, 2009",13.0833,80.2833,8797,,,,1,141,1002
"Monday, February 02, 2009",13.0833,80.2833,8798,,,,1,141,1006
"Tuesday, February 03, 2009",13.0833,80.2833,8799,,,,1,141,1007
"Tuesday, February 03, 2009",13.0833,80.2833,8799,,,,1,141,1008
"Wednesday, February 04, 2009",13.0833,80.2833,8800,,,,1,141,1013
"Thursday, February 05, 2009",13.0833,80.2833,8801,,,,1,141,1014
"Thursday, February 05, 2009",13.0833,80.2833,8801,,,,1,141,1015
"Friday, February 06, 2009",13.0833,80.2833,8802,,,,1,141,1016
"Saturday, February 07, 2009",13.0833,80.2833,8803,,,,1,141,1017
"Sunday, February 08, 2009",13.0833,80.2833,8804,,,,1,141,1021
"Tuesday, February 10, 2009",13.0833,80.2833,8806,,,,1,141,1025
"Wednesday, February 11, 2009",13.0833,80.2833,8807,,,,1,141,1029
"Thursday, February 19, 2009",13.0833,80.2833,8815,,,,1,141,1032
"Thursday, February 19, 2009",13.0833,80.2833,8815,,,,1,141,1033
"Thursday, February 19, 2009",13.0833,80.2833,8815,,,,1,141,1034
"Thursday, February 19, 2009",13.0833,80.2833,8815,,,,1,141,1035
"Thursday, February 19, 2009",13.0833,80.2833,8815,,,,1,141,1036
"Friday, February 20, 2009",13.0833,80.2833,8816,,,,1,141,1038
"Friday, February 20, 2009",13.0833,80.2833,8816,,,,1,141,1040
"Friday, February 20, 2009",13.0833,80.2833,8816,,,,1,141,1044
"Friday, February 20, 2009",13.0833,80.2833,8816,,,,1,141,1045
"Monday, February 23, 2009",13.0833,80.2833,8819,,,,1,141,1053
"Monday, February 23, 2009",13.0833,80.2833,8819,,,,1,141,1054
"Wednesday, February 25, 2009",13.0833,80.2833,8821,,,,1,141,1056
"Thursday, February 26, 2009",13.0833,80.2833,8822,,,,1,141,1060
"Monday, March 02, 2009",13.0833,80.2833,8826,,,,1,141,1063
"Monday, March 02, 2009",13.0833,80.2833,8826,,,,1,141,1067
"Friday, March 06, 2009",13.0833,80.2833,8830,,,,1,141,1069
"Sunday, March 08, 2009",13.0833,80.2833,8832,,,,1,141,1071
"Monday, March 16, 2009",13.0833,80.2833,8840,,,,1,141,1072
"Thursday, March 19, 2009",13.0833,80.2833,8843,,,,1,141,1076
"Thursday, March 19, 2009",13.0833,80.2833,8843,,,,1,141,1077
"Sunday, April 05, 2009",13.0833,80.2833,8860,,,,1,141,1090
"Friday, April 10, 2009",13.0833,80.2833,8865,,,,1,141,1102
"Friday, April 10, 2009",13.0833,80.2833,8865,,,,1,141,1103
"Tuesday, May 05, 2009",13.0833,80.2833,8890,,,,1,141,1135
"Monday, May 11, 2009",13.0833,80.2833,8896,,,,1,141,1141
"Monday, June 01, 2009",13.0833,80.2833,8917,,,,1,141,1154
"Sunday, June 07, 2009",13.0833,80.2833,8923,,,,1,141,1159
"Sunday, June 28, 2009",13.0833,80.2833,8944,,,,1,141,1167
"Saturday, July 25, 2009",13.0833,80.2833,8971,,,,1,141,1173
"Saturday, July 25, 2009",13.0833,80.2833,8971,,,,1,141,1174
"Saturday, July 25, 2009",13.0833,80.2833,8971,,,,1,141,1175
"Monday, August 03, 2009",13.0833,80.2833,8980,,,,1,141,1180
"Friday, August 07, 2009",13.0833,80.2833,8984,,,,1,141,1185
"Monday, August 24, 2009",13.0833,80.2833,9001,,,,1,141,1194
"Tuesday, September 08, 2009",13.0833,80.2833,9016,,,,1,141,1196
"Monday, September 14, 2009",13.0833,80.2833,9022,,,,1,141,1198
"Saturday, September 19, 2009",13.0833,80.2833,9027,,,,1,141,1201
"Thursday, September 24, 2009",13.0833,80.2833,9032,,,,1,141,1204
"Thursday, October 01, 2009",13.0833,80.2833,9039,,,,1,141,1208
"Sunday, October 04, 2009",13.0833,80.2833,9042,,,,1,141,1223
"Thursday, October 08, 2009",13.0833,80.2833,9046,,,,1,141,1226
"Thursday, October 08, 2009",13.0833,80.2833,9046,,,,1,141,1227
"Sunday, October 11, 2009",13.0833,80.2833,9049,,,,1,141,1230
"Tuesday, October 13, 2009",13.0833,80.2833,9051,,,,1,141,1232
"Tuesday, October 20, 2009",13.0833,80.2833,9058,,,,1,141,1239
"Thursday, October 22, 2009",13.0833,80.2833,9060,,,,1,141,1242
"Thursday, October 22, 2009",13.0833,80.2833,9060,,,,1,141,1244
"Sunday, October 25, 2009",13.0833,80.2833,9063,,,,1,141,1248
"Friday, November 06, 2009",13.0833,80.2833,9075,,,,1,141,1261
"Monday, November 09, 2009",13.0833,80.2833,9078,,,,1,141,1267
"Sunday, December 06, 2009",13.0833,80.2833,9105,,,,1,141,1285
"Saturday, December 12, 2009",13.0833,80.2833,9111,,,,1,141,1290
"Monday, December 14, 2009",13.0833,80.2833,9113,,,,1,141,1296
"Monday, December 14, 2009",13.0833,80.2833,9113,,,,1,141,1299
"Tuesday, December 22, 2009",13.0833,80.2833,9121,,,,1,141,1303
"Friday, January 01, 2010",13.0833,80.2833,9131,,,,1,141,1312
"Sunday, January 10, 2010",13.0833,80.2833,9140,,,,1,141,1316
"Monday, January 11, 2010",13.0833,80.2833,9141,,,,1,141,1319
"Tuesday, January 19, 2010",13.0833,80.2833,9149,,,,1,141,1323
"Wednesday, January 20, 2010",13.0833,80.2833,9150,,,,1,141,1324
"Thursday, February 04, 2010",13.0833,80.2833,9165,,,,1,141,1339
"Thursday, February 04, 2010",13.0833,80.2833,9165,,,,1,141,1343
"Thursday, February 04, 2010",13.0833,80.2833,9165,,,,1,141,1344
"Tuesday, February 23, 2010",13.0833,80.2833,9184,,,,1,141,1368
"Tuesday, March 30, 2010",13.0833,80.2833,9219,,,,1,141,1375
"Saturday, April 03, 2010",13.0833,80.2833,9223,,,,1,141,1376
"Sunday, April 25, 2010",13.0833,80.2833,9245,,,,1,141,1383
"Wednesday, April 28, 2010",13.0833,80.2833,9248,,,,1,141,1385
"Friday, June 04, 2010",13.0833,80.2833,9285,,,,1,141,1399
"Tuesday, June 08, 2010",13.0833,80.2833,9289,,,,1,141,1400
"Tuesday, June 08, 2010",13.0833,80.2833,9289,,,,1,141,1401
"Tuesday, June 08, 2010",13.0833,80.2833,9289,,,,1,141,1402
"Tuesday, June 08, 2010",13.0833,80.2833,9289,,,,1,141,1403
"Tuesday, June 08, 2010",13.0833,80.2833,9289,,,,1,141,1404
"Monday, June 21, 2010",13.0833,80.2833,9302,,,,1,141,1406
"Thursday, August 05, 2010",13.0833,80.2833,9347,,,,1,141,1427
"Tuesday, August 10, 2010",13.0833,80.2833,9352,,,,1,141,1435
"Friday, August 20, 2010",13.0833,80.2833,9362,,,,1,141,1443
"Friday, August 20, 2010",13.0833,80.2833,9362,,,,1,141,1444
"Sunday, August 29, 2010",13.0833,80.2833,9371,,,,1,141,1454
"Wednesday, September 01, 2010",13.0833,80.2833,9374,,,,1,141,1457
"Wednesday, October 06, 2010",13.0833,80.2833,9409,,,,1,141,1497
"Monday, October 18, 2010",13.0833,80.2833,9421,,,,1,141,1509
"Sunday, October 24, 2010",13.0833,80.2833,9427,,,,1,141,1513
"Monday, October 25, 2010",13.0833,80.2833,9428,,,,1,141,1517
"Wednesday, October 27, 2010",13.0833,80.2833,9430,,,,1,141,1518
"Monday, November 08, 2010",13.0833,80.2833,9442,,,,1,141,1527
"Monday, November 22, 2010",13.0833,80.2833,9456,,,,1,141,1532
"Saturday, November 27, 2010",13.0833,80.2833,9461,,,,1,141,1534
"Thursday, December 09, 2010",13.0833,80.2833,9473,,,,1,141,1543
"Sunday, December 19, 2010",13.0833,80.2833,9483,,,,1,141,1555
"Monday, December 27, 2010",13.0833,80.2833,9491,,,,1,141,1561
"Thursday, December 30, 2010",13.0833,80.2833,9494,,,,1,141,1569
"Monday, January 03, 2011",13.0833,80.2833,9498,,,,1,141,1572
"Friday, January 07, 2011",13.0833,80.2833,9502,,,,1,141,1580
"Saturday, January 08, 2011",13.0833,80.2833,9503,,,,1,141,1581
"Sunday, January 16, 2011",13.0833,80.2833,9511,,,,1,141,1590
"Monday, January 24, 2011",13.0833,80.2833,9519,,,,1,141,1598
"Tuesday, January 25, 2011",13.0833,80.2833,9520,,,,1,141,1599
"Wednesday, January 26, 2011",13.0833,80.2833,9521,,,,1,141,1600
"Saturday, January 29, 2011",13.0833,80.2833,9524,,,,1,141,1607
"Tuesday, February 01, 2011",13.0833,80.2833,9527,,,,1,141,1611
"Monday, February 07, 2011",13.0833,80.2833,9533,,,,1,141,1617
"Wednesday, February 16, 2011",13.0833,80.2833,9542,,,,1,141,1628
"Wednesday, February 16, 2011",13.0833,80.2833,9542,,,,1,141,1632
"Monday, February 28, 2011",13.0833,80.2833,9554,,,,1,141,1647
"Monday, February 28, 2011",13.0833,80.2833,9554,,,,1,141,1648
"Wednesday, March 02, 2011",13.0833,80.2833,9556,,,,1,141,1651
"Wednesday, March 02, 2011",13.0833,80.2833,9556,,,,1,141,1652
"Friday, March 04, 2011",13.0833,80.2833,9558,,,,1,141,1657
"Monday, March 07, 2011",13.0833,80.2833,9561,,,,1,141,1663
"Tuesday, March 08, 2011",13.0833,80.2833,9562,,,,1,141,1667
"Wednesday, March 09, 2011",13.0833,80.2833,9563,,,,1,141,1669
"Thursday, March 10, 2011",13.0833,80.2833,9564,,,,1,141,1670
"Saturday, March 19, 2011",13.0833,80.2833,9573,,,,1,141,1679
"Sunday, April 03, 2011",13.0833,80.2833,9588,,,,1,141,1701
"Sunday, April 03, 2011",13.0833,80.2833,9588,,,,1,141,1703
"Friday, April 08, 2011",13.0833,80.2833,9593,,,,1,141,1708
"Saturday, April 09, 2011",13.0833,80.2833,9594,,,,1,141,1709
"Saturday, April 16, 2011",13.0833,80.2833,9601,,,,1,141,1718
"Thursday, April 28, 2011",13.0833,80.2833,9613,,,,1,141,1738
"Thursday, April 28, 2011",13.0833,80.2833,9613,,,,1,141,1739
"Wednesday, May 04, 2011",13.0833,80.2833,9619,,,,1,141,1745
"Wednesday, May 04, 2011",13.0833,80.2833,9619,,,,1,141,1747
"Thursday, June 02, 2011",13.0833,80.2833,9648,,,,1,141,1757
"Sunday, June 12, 2011",13.0833,80.2833,9658,,,,1,141,1773
"Monday, June 13, 2011",13.0833,80.2833,9659,,,,1,141,1774
"Wednesday, June 29, 2011",13.0833,80.2833,9675,,,,1,141,1784
"Thursday, July 14, 2011",13.0833,80.2833,9690,,,,1,141,1795
"Saturday, July 16, 2011",13.0833,80.2833,9692,,,,1,141,1798
"Monday, July 18, 2011",13.0833,80.2833,9694,,,,1,141,1799
"Wednesday, July 20, 2011",13.0833,80.2833,9696,,,,1,141,1801
"Thursday, July 21, 2011",13.0833,80.2833,9697,,,,1,141,1803
"Sunday, July 24, 2011",13.0833,80.2833,9700,,,,1,141,1806
"Wednesday, July 27, 2011",13.0833,80.2833,9703,,,,1,141,1809
"Saturday, July 30, 2011",13.0833,80.2833,9706,,,,1,141,1815
"Tuesday, August 02, 2011",13.0833,80.2833,9709,,,,1,141,1820
"Monday, August 08, 2011",13.0833,80.2833,9715,,,,1,141,1824
"Thursday, August 11, 2011",13.0833,80.2833,9718,,,,1,141,1830
"Saturday, August 13, 2011",13.0833,80.2833,9720,,,,1,141,1832
"Tuesday, August 16, 2011",13.0833,80.2833,9723,,,,1,141,1838
"Tuesday, August 16, 2011",13.0833,80.2833,9723,,,,1,141,1839
"Thursday, August 18, 2011",13.0833,80.2833,9725,,,,1,141,1847
"Sunday, August 21, 2011",13.0833,80.2833,9728,,,,1,141,1851
"Monday, August 22, 2011",13.0833,80.2833,9729,,,,1,141,1854
"Monday, August 29, 2011",13.0833,80.2833,9736,,,,1,141,1867
"Friday, September 23, 2011",13.0833,80.2833,9761,,,,1,141,1898
"Saturday, September 24, 2011",13.0833,80.2833,9762,,,,1,141,1901
"Friday, October 07, 2011",13.0833,80.2833,9775,,,,1,141,1920
"Friday, October 07, 2011",13.0833,80.2833,9775,,,,1,141,1921
"Wednesday, October 12, 2011",13.0833,80.2833,9780,,,,1,141,1925
"Saturday, October 15, 2011",13.0833,80.2833,9783,,,,1,141,1927
"Monday, October 24, 2011",13.0833,80.2833,9792,,,,1,141,1934
"Saturday, October 29, 2011",13.0833,80.2833,9797,,,,1,141,1935
"Tuesday, November 01, 2011",13.0833,80.2833,9800,,,,1,141,1937
"Friday, November 11, 2011",13.0833,80.2833,9810,,,,1,141,1945
"Saturday, December 03, 2011",13.0833,80.2833,9832,,,,1,141,1967
"Sunday, January 01, 2012",13.0833,80.2833,9861,,,,1,141,1991
"Sunday, January 29, 2012",13.0833,80.2833,9889,,,,1,141,2007
"Saturday, February 11, 2012",13.0833,80.2833,9902,,,,1,141,2020
"Saturday, February 18, 2012",13.0833,80.2833,9909,,,,1,141,2033
"Wednesday, February 22, 2012",13.0833,80.2833,9913,,,,1,141,2043
"Thursday, February 23, 2012",13.0833,80.2833,9914,,,,1,141,2046
"Friday, February 24, 2012",13.0833,80.2833,9915,,,,1,141,2049
"Saturday, March 03, 2012",13.0833,80.2833,9923,,,,1,141,2059
"Thursday, March 08, 2012",13.0833,80.2833,9928,,,,1,141,2062
"Thursday, March 08, 2012",13.0833,80.2833,9928,,,,1,141,2064
"Friday, March 09, 2012",13.0833,80.2833,9929,,,,1,141,2065
"Monday, March 12, 2012",13.0833,80.2833,9932,,,,1,141,2070
"Tuesday, March 27, 2012",13.0833,80.2833,9947,,,,1,141,2091
"Tuesday, March 27, 2012",13.0833,80.2833,9947,,,,1,141,2092
"Tuesday, March 27, 2012",13.0833,80.2833,9947,,,,1,141,2093
"Friday, April 06, 2012",13.0833,80.2833,9957,,,,1,141,2107
"Friday, April 06, 2012",13.0833,80.2833,9957,,,,1,141,2109
"Sunday, May 06, 2012",13.0833,80.2833,9987,,,,1,141,2149
"Tuesday, May 08, 2012",13.0833,80.2833,9989,,,,1,141,2156
"Wednesday, May 09, 2012",13.0833,80.2833,9990,,,,1,141,2158
"Thursday, May 17, 2012",13.0833,80.2833,9998,,,,1,141,2173
"Friday, May 18, 2012",13.0833,80.2833,9999,,,,1,141,2175
"Monday, May 28, 2012",13.0833,80.2833,10009,,,,1,141,2186
"Monday, May 28, 2012",13.0833,80.2833,10009,,,,1,141,2189
"Tuesday, May 29, 2012",13.0833,80.2833,10010,,,,1,141,2197
"Saturday, June 09, 2012",13.0833,80.2833,10021,,,,1,141,2210
"Friday, June 22, 2012",13.0833,80.2833,10034,,,,1,141,2222
"Wednesday, June 27, 2012",13.0833,80.2833,10039,,,,1,141,2224
"Wednesday, June 27, 2012",13.0833,80.2833,10039,,,,1,141,2225
"Tuesday, July 03, 2012",13.0833,80.2833,10045,,,,1,141,2228
"Wednesday, July 04, 2012",13.0833,80.2833,10046,,,,1,141,2231
"Friday, July 06, 2012",13.0833,80.2833,10048,,,,1,141,2236
"Thursday, July 12, 2012",13.0833,80.2833,10054,,,,1,141,2246
"Tuesday, July 17, 2012",13.0833,80.2833,10059,,,,1,141,2255
"Friday, July 20, 2012",13.0833,80.2833,10062,,,,1,141,2260
"Wednesday, July 25, 2012",13.0833,80.2833,10067,,,,1,141,2263
"Sunday, July 29, 2012",13.0833,80.2833,10071,,,,1,141,2268
"Sunday, July 29, 2012",13.0833,80.2833,10071,,,,1,141,2270
"Saturday, August 04, 2012",13.0833,80.2833,10077,,,,1,141,2272
"Saturday, August 04, 2012",13.0833,80.2833,10077,,,,1,141,2273
"Saturday, August 04, 2012",13.0833,80.2833,10077,,,,1,141,2274
"Wednesday, August 08, 2012",13.0833,80.2833,10081,,,,1,141,2281
"Saturday, August 11, 2012",13.0833,80.2833,10084,,,,1,141,2283
